tag,message
ham,Yeah I don't see why not
ham,I cant keep talking to people if am not sure i can pay them if they agree to price. So pls tell me what you want to really buy and how much you are willing to pay
ham,Nah dub but je still buff
ham,Anything lor is she coming?
ham,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?
ham,Beerage?
ham,"Thank you so much. When we skyped wit kz and sura, we didnt get the pleasure of your company. Hope you are good. We've given you ultimatum oh! We are countin down to aburo. Enjoy!"
ham,Thanx 4 e brownie it's v nice...
ham,"Good afternoon, my love! How goes that day ? I hope maybe you got some leads on a job. I think of you, boytoy and send you a passionate kiss from across the sea"
ham,That depends. How would you like to be treated? :)
ham,Or ill be a little closer like at the bus stop on the same street
ham,"Don't Think About \What u Have Got\"" Think About \""How to Use It That You Have Got\"" gooD ni8"""
ham,"Haha awesome, be there in a minute"
ham,Dunno lei Ì_ all decide lor. How abt leona? Oops i tot ben is going n i msg him.
ham,Webpage s not available!
ham,First answer my question.
ham,You still at grand prix?
ham,"idc get over here, you are not weaseling your way out of this shit twice in a row"
ham,I gotta collect da car at 6 lei.
ham,"Y cant u try new invention to fly..i'm not joking.,"
ham,Please don't text me anymore. I have nothing else to say.
ham,I'm at home n ready...
ham,"Ola would get back to you maybe not today but I ve told him you can be his direct link in the US in getting cars he bids for online, you arrange shipping and you get a cut. Or U????? For a partnership where U????? Invest money for shipping and he takes care of the rest!U??Wud b self reliant soon dnt worry"
ham,Ok.
ham,Xy trying smth now. U eat already? We havent...
ham,Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing
ham,I'll probably be by tomorrow (or even later tonight if something's going on)
ham,What's ur pin?
ham,I.ll post her out l8r. In class
ham,And miss vday the parachute and double coins??? U must not know me very well...
ham,Ok i shall talk to him
ham,I'll be late...
ham,Y lei?
ham,Keep my payasam there if rinu brings
ham,"Great. I'm in church now, will holla when i get out"
ham,Pick you up bout 7.30ish? What time are  and that going?
ham,Ok ok take care. I can understand.
ham,K. Did you call me just now ah? 
ham,"That's cool, I'll come by like  &lt;#&gt; ish"
ham,Its a part of checking IQ
ham,Left dessert. U wan me 2 go suntec look 4 u?
ham,"Oh... Haha... Den we shld had went today too... Gee, nvm la... Kaiez, i dun mind goin jazz oso... Scared hiphop open cant catch up... "
ham,"My painful personal thought- \I always try to keep everybody happy all the time. But nobody recognises me when i am alone\"""""
ham,"K, fyi I'm back in my parents' place in south tampa so I might need to do the deal somewhere else"
ham,Ok. Me watching tv too.
ham,Ugh its been a long day. I'm exhausted. Just want to cuddle up and take a nap
ham,"Sorry, my battery died, I can come by but I'm only getting a gram for now, where's your place?"
ham,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?
ham,Gd luck 4 ur exams :-)
ham,How much is blackberry bold2 in nigeria.
ham,"Finally it has happened..! Aftr decades..! BEER is now cheaper than PETROL! The goverment expects us to \DRINK\"". . . But don't \""DRIVE \"""""
ham,Can u get pic msgs to your phone?
ham,Going on nothing great.bye
ham,"Sorry, I'll call later  &lt;#&gt; mins"
ham,Ok lor. Anyway i thk we cant get tickets now cos like quite late already. U wan 2 go look 4 ur frens a not? Darren is wif them now...
ham,"Easy mate, * guess the quick drink was bit ambitious."
ham,So now my dad is gonna call after he gets out of work and ask all these crazy questions.
ham,Were gonna go get some tacos
ham,Just got outta class gonna go gym.
ham,Yes.mum lookin strong:)
ham,I notice you like looking in the shit mirror youre turning into a right freak
ham,Hi mate its RV did u hav a nice hol just a message 3 say hello coz havenåÕt sent u 1 in ages started driving so stay off roads!RVx
ham,Too late. I said i have the website. I didn't i have or dont have the slippers
ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
ham,Sian... Aft meeting supervisor got work 2 do liao... U working now?
ham,Ill be at yours in about 3 mins but look out for me
ham,Must come later.. I normally bathe him in da afternoon mah..
ham,Ok
ham,Stupid auto correct on my phone
ham,"Tonight? Yeah, I'd be down for that"
ham,"No, but you told me you were going, before you got drunk!"
ham,"Okay, good, no problem, and thanx!"
ham,Message:some text missing* Sender:Name Missing* *Number Missing *Sent:Date missing *Missing U a lot thats y everything is missing sent via fullonsms.com
ham,Just got to  &lt;#&gt;
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see
ham,Ok k..sry i knw 2 siva..tats y i askd..
ham,Ah poop. Looks like ill prob have to send in my laptop to get fixed cuz it has a gpu problem
ham,I've been searching for the right words to thank you for this breather. I promise i wont take your help for granted and will fulfil my promise. You have been wonderful and a blessing at all times.
ham,Nice talking to you! please dont forget my pix :) i want to see all of you...
ham,Thanks for looking out for me. I really appreciate.
ham,I know you are. Can you pls open the back?
ham,Oh for fuck's sake she's in like tallahassee
ham,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?
ham,HEY GIRL. HOW R U? HOPE U R WELL ME AN DEL R BAK! AGAIN LONG TIME NO C! GIVE ME A CALL SUM TIME FROM LUCYxx
ham,I can't make it tonight
ham,Sorry that was my uncle. I.ll keep in touch
ham,Pathaya enketa maraikara pa'
ham,"Trust me. Even if isn't there, its there."
ham,ALRITE SAM ITS NIC JUST CHECKIN THAT THIS IS UR NUMBER-SO IS IT?T.B*
ham,Oh ok wait 4 me there... My lect havent finish
ham,Sorry i'm not free...
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked
ham,No..jst change tat only..
ham,Tell me again what your address is
ham,The wine is flowing and i'm i have nevering..
ham,I wonder if you'll get this text?
ham,"Sorry my roommates took forever, it ok if I come by now?"
ham,Esplanade lor. Where else...
ham,I just made some payments so dont have that much. Sorry. Would you want it fedex or the other way.
ham,ÌÏ dun wan to watch infernal affair?
ham,"Dont pack what you can buy at any store.like cereals. If you must pack food, pack gari or something 9ja that you will miss."
ham,It has issues right now. Ill fix for her by tomorrow.
ham,What I'm saying is if you haven't explicitly told nora I know someone I'm probably just not gonna bother
ham,Fine. Do you remember me.
ham,Networking technical support associate.
ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
ham,I'm not sure if its still available though
ham,Dunno he jus say go lido. Same time 930.
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun
ham,I am in your office na.
ham,ÌÏ eatin later but i'm eatin wif my frens now lei... ÌÏ going home first? 
ham,If i start sending blackberry torch to nigeria will you find buyer for me?like 4a month. And tell dad not to buy bb from anyone oh.
ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
ham,"Sorry battery died, yeah I'm here"
ham,If you have belive me. Come to my home.
ham,Can you open the door?
ham,"It doesnt make sense to take it there unless its free. If you need to know more, wikipedia.com"
ham,what is your account number?
ham,"Hiya, probably coming home * weekend after next"
ham,Lol I know! Hey someone did a great inpersonation of flea on the forums. I love it!
ham,Y Ì_ wan to go there? C doctor?
ham,He says he'll give me a call when his friend's got the money but that he's definitely buying before the end of the week
ham,"Sir, I need AXIS BANK account no and bank address."
ham,No sir. That's why i had an 8-hr trip on the bus last week. Have another audition next wednesday but i think i might drive this time.
ham,I cant wait to see you! How were the photos were useful? :)
ham,Wot u up 2? Thout u were gonna call me!! Txt bak luv K
ham,Then she dun believe wat?
ham,Ok no prob...
ham,Okie Ì_ wan meet at bishan? Cos me at bishan now. I'm not driving today.
ham,Carlos'll be here in a minute if you still need to buy
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you
ham,If u laugh really loud.. If u talk spontaneously.. If u dont care what others feel.. U are probably with your dear &amp; best friends.. GOODEVENING Dear..:)
ham,"Call me da, i am waiting for your call."
ham,K. I will sent it again
ham,"I met you as a stranger and choose you as my friend. As long as the world stands, our friendship never ends. Lets be Friends forever!!! Gud nitz..."
ham,Me too! Have a lovely night xxx
ham,Wish u many many returns of the day.. Happy birthday vikky..
ham,K..u also dont msg or reply to his msg..
ham,Very hurting n meaningful lines ever: \I compromised everything for my love
ham,U attend ur driving lesson how many times a wk n which day?
ham,Hi ....My engagement has been fixd on  &lt;#&gt; th of next month. I know its really shocking bt....hmm njan vilikkam....t ws al of a sudn;-(.
ham,Yes i will be there. Glad you made it.
ham,Cos daddy arranging time c wat time fetch Ì_ mah...
ham,Daddy will take good care of you :)
ham,K...k:)why cant you come here and search job:)
ham,K I'll call you when I'm close
ham,You available now? I'm like right around hillsborough &amp;  &lt;#&gt; th
ham,Where you. What happen
ham,Oic cos me n my sis got no lunch today my dad went out... So dunno whether 2 eat in sch or wat...
ham,Allo! We have braved the buses and taken on the trains and triumphed. I mean weÛ÷re in bÛ÷ham. Have a jolly good rest of week
ham,Ok i am on the way to railway
ham,Still in the area of the restaurant. Ill try to come back soon
ham,"That's fine, I'll bitch at you about it later then"
ham,No. But we'll do medical missions to nigeria
ham,S s..first time..dhoni rocks...
ham,How much are we getting?
ham,Hi mom we might be back later than  &lt;#&gt; 
ham,Okie.. Thanx..
ham,Hello beautiful r u ok? I've kinda ad a row wiv and he walked out the pub?? I wanted a night wiv u Miss u 
ham,Dear good morning how you feeling dear
ham,am up to my eyes in philosophy
ham,I just lov this line: \Hurt me with the truth
ham,Happy birthday... May all ur dreams come true...
ham,Lmao you know me so well...
ham,Think + da. You wil do.
ham,"Sorry, was in the bathroom, sup"
ham,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?
ham,Hey pple...$700 or $900 for 5 nights...Excellent location wif breakfast hamper!!!
ham,"Yup. Anything lor, if u dun wan it's ok..."
ham,No. She's currently in scotland for that.
ham,"Found it, ENC  &lt;#&gt; , where you at?"
ham,Pls go ahead with watts. I just wanted to be sure. Do have a great weekend. Abiola
ham,Hey are you angry with me. Reply me dr.
ham,Havent planning to buy later. I check already lido only got 530 show in e afternoon. U finish work already?
ham,No. On the way home. So if not for the long dry spell the season would have been over
ham,You'd like that wouldn't you? Jerk!
ham,I don't know but I'm raping dudes at poker
ham,Ok no prob... I'll come after lunch then...
ham,You still around? Looking to pick up later
ham,You also didnt get na hi hi hi hi hi
ham,So no messages. Had food?
ham,Also that chat was awesome but don't make it regular unless you can see her in person
ham,V skint too but fancied few bevies.waz gona go meet &othrs in spoon but jst bin watchng planet earth&sofa is v comfey; If i dont make it hav gd night
ham,R u here yet? I'm wearing blue shirt n black pants.
ham,Send his number and give reply tomorrow morning for why you said that to him like that ok
ham,Hmmm:)how many players selected?
ham,Hi Chachi tried calling u now unable to reach u .. Pl give me a missed cal once u c tiz msg  Kanagu
ham," says that he's quitting at least5times a day so i wudn't take much notice of that. Nah, she didn't mind. Are you gonna see him again? Do you want to come to taunton tonight? U can tell me all about !"
ham,"Sorry man, my stash ran dry last night and I can't pick up more until sunday"
ham,"Yetunde, i'm sorry but moji and i seem too busy to be able to go shopping. Can you just please find some other way to get what you wanted us to get. Please forgive me. You can reply free via yahoo messenger."
ham,I take it the post has come then! You must have 1000s of texts now! Happy reading. My one from wiv hello caroline at the end is my favourite. Bless him
ham,S:)s.nervous  &lt;#&gt; :)
ham,"No dice, art class 6 thru 9 :( thanks though. Any idea what time I should come tomorrow?"
ham,"Omw back to tampa from west palm, you hear what happened?"
ham,How much did ur hdd casing cost.
ham,Have you laid your airtel line to rest?
ham,Are you plans with your family set in stone ?
ham,"Sorry chikku, my cell got some problem thts y i was nt able to reply u or msg u.."
ham,"Ugh y can't u just apologize, admit u were wrong and ask me to take u back?"
ham,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt..."
ham,Well that must be a pain to catch
ham,Nutter. Cutter. Ctter. Cttergg. Cttargg. Ctargg. Ctagg. ie you
ham,Wat time u finish ur lect today?
ham,But you dint in touch with me.
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you."
ham,"Beautiful tomorrow never comes.. When it comes, it's already TODAY.. In the hunt of beautiful tomorrow don't waste your wonderful TODAY.. GOODMORNING:)"
ham,"Awesome, think we can get an 8th at usf some time tonight?"
ham,"Yup, no need. I'll jus wait 4 e rain 2 stop."
ham,Its  &lt;#&gt; k here oh. Should i send home for sale.
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?"
ham,Sounds like there could be a lot of time spent in that chastity device boy ... *grins* ... Or take your beatings like a good dog. Going to lounge in a nice long bath now ?
ham,Btw regarding that we should really try to see if anyone else can be our 4th guy before we commit to a random dude
ham,"Wow ... I love you sooo much, you know ? I can barely stand it ! I wonder how your day goes and if you are well, my love ... I think of you and miss you"
ham,I've told him that i've returned it. That should i re order it.
ham,We stopped to get ice cream and will go back after
ham,R u in this continent?
ham,Thank You meet you monday
ham,How long does applebees fucking take
ham,Misplaced your number and was sending texts to your old number. Wondering why i've not heard from you this year. All the best in your mcat. Got this number from my atlanta friends
ham,"Hello my boytoy ... Geeee I miss you already and I just woke up. I wish you were here in bed with me, cuddling me. I love you ..."
ham,"that would be good Û_ I'll phone you tomo lunchtime, shall I, to organise something?"
ham,Pls call me da. What happen.
ham,Lolnice. I went from a fish to ..water.?
ham,"\NONE!NOWHERE IKNO DOESDISCOUNT!SHITINNIT\"""""
ham,Better. Made up for Friday and stuffed myself like a pig yesterday. Now I feel bleh. But at least its not writhing pain kind of bleh.
ham,He needs to stop going to bed and make with the fucking dealing
ham,Thanks for ve lovely wisheds. You rock
ham,Do you think i can move  &lt;#&gt;  in a week
ham,Sen told that he is going to join his uncle finance in cbe
ham,"This is one of the days you have a billion classes, right?"
ham,Aiya we discuss later lar... Pick Ì_ up at 4 is it?
ham,You are not bothering me but you have to trust my answers. Pls.
ham,K:)k:)what are detail you want to transfer?acc no enough?
ham,"Under the sea, there lays a rock. In the rock, there is an envelope. In the envelope, there is a paper. On the paper, there are 3 words... '"
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour
ham,The new deus ex game comin early next yr
ham,Arun can u transfr me d amt
ham,Good Morning plz call me sir
ham,Kallis wont bat in 2nd innings.
ham,"I'm not sure, I was just checking out what was happening around the area"
ham,Hi did u decide wot 2 get 4 his bday if not ill prob jus get him a voucher frm virgin or sumfing 
ham,:( but your not here....
ham,Anything lar...
ham,Ooooooh I forgot to tell u I can get on yoville on my phone
ham,"Usf I guess, might as well take 1 car"
ham,Good evening! How are you?
ham,I can ask around but there's not a lot in terms of mids up here
ham,Will be out of class in a few hours. Sorry
ham,Hello madam how are you ?
ham,It didnt work again oh. Ok goodnight then. I.ll fix and have it ready by the time you wake up. You are very dearly missed have a good night sleep.
ham,Went to ganesh dress shop
ham,Sounds like something that someone testing me would sayy
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it..."
ham,"Hi elaine, is today's meeting confirmed?"
ham,Also andros ice etc etc
ham,I havent add Ì_ yet right.. 
ham,We are pleased to inform that your application for Airtel Broadband is processed successfully. Your installation will happen within 3 days.
ham,Another month. I need chocolate weed and alcohol.
ham,Ha ha - had popped down to the loo when you hello-ed me. Hello!
ham,Feel like trying kadeem again? :V
ham,"Height of \Oh shit....!!\"" situation: A guy throws a luv letter on a gal but falls on her brothers head whos a gay"
ham,"House-Maid is the murderer, coz the man was murdered on  &lt;#&gt; th January.. As public holiday all govt.instituitions are closed,including post office..understand?"
ham,"Yeah there's quite a bit left, I'll swing by tomorrow when I get up"
ham,I dont understand your message.
ham,Miss call miss call khelate kintu opponenter miss call dhorte lage. Thats d rule. One with great phone receiving quality wins.
ham,Text her. If she doesnt reply let me know so i can have her log in
ham,Yes. that will be fine. Love you. Be safe.
ham,Don know. I did't msg him recently.
ham,New car and house for my parents.:)i have only new job in hand:)
ham,Are you driving or training?
ham,U sick still can go shopping?
ham,Here got ur favorite oyster... N got my favorite sashimi... Ok lar i dun say already... Wait ur stomach start rumbling...
ham,I'm in chennai velachery:)
ham,I am on the way to ur home
ham,Dunno da next show aft 6 is 850. Toa payoh got 650.
ham,Miles and smiles r made frm same letters but do u know d difference..? smile on ur face keeps me happy even though I am miles away from u.. :-)keep smiling.. Good nyt
ham,"see you then, we're all christmassy here!"
ham,How do you plan to manage that
ham,That's cause your old. I live to be high.
ham,I.ll get there tomorrow and send it to you
ham,Great. Never been better. Each day gives even more reasons to thank God
ham,Also are you bringing galileo or dobby
ham,U still havent got urself a jacket ah?
ham,"If you want to mapquest it or something look up \usf dogwood drive\"""
ham,"Neither [in sterm voice] - i'm studying. All fine with me! Not sure the  thing will be resolved, tho. Anyway. Have a fab hols"
ham,Happy new years melody!
ham,Ok... U enjoy ur shows...
ham,Alright i have a new goal now
ham,Huh so late... Fr dinner?
ham,"Aiyo... U always c our ex one... I dunno abt mei, she haven reply... First time u reply so fast... Y so lucky not workin huh, got bao by ur sugardad ah...gee.. "
ham,yes baby! I need to stretch open your pussy!
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;
ham,I am in hospital da. . I will return home in evening
ham,"Sounds good, keep me posted"
ham,"Haha... Sounds crazy, dunno can tahan anot..."
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)"
ham,The hair cream has not been shipped.
ham,Try to do something dear. You read something for exams
ham,I'm at home. Please call
ham,I'll talk to the others and probably just come early tomorrow then
ham,Love it! The girls at the office may wonder why you are smiling but sore...
ham,Wah... Okie okie... Muz make use of e unlimited... Haha... 
ham,None of that's happening til you get here though
ham,How was txting and driving
ham,I will be outside office take all from there
ham,You best watch what you say cause I get drunk as a motherfucker
ham,Yes..gauti and sehwag out of odi series.
ham,"Ok. Not much to do here though. H&M Friday, cant wait. Dunno wot the hell im gonna do for another 3 weeks! Become a slob- oh wait, already done that! "
ham,Hello my little party animal! I just thought I'd buzz you as you were with your friends ...*grins*... Reminding you were loved and send a naughty adoring kiss
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?
ham,Thk some of em find wtc too far... Weiyi not goin... E rest i dunno yet... R ur goin 4 dinner den i might b able to join...
ham,Speaking of does he have any cash yet?
ham,Haven't heard anything and he's not answering my texts so I'm guessing he flaked. That said the jb is fantastic
ham,"You are everywhere dirt, on the floor, the windows, even on my shirt. And sometimes when i open my mouth, you are all that comes flowing out. I dream of my world without you, then half my chores are out too. A time of joy for me, lots of tv shows i.ll see. But i guess like all things you just must exist, like rain, hail and mist, and when my time here is done, you and i become one."
ham,Give one miss from that number please
ham,I'm leaving my house now.
ham,Match started.india  &lt;#&gt;  for 2
ham,R we still meeting 4 dinner tonight?
ham,i can call in  &lt;#&gt;  min if thats ok
ham,&lt;#&gt;  am I think? Should say on syllabus
ham,Great comedy..cant stop laughing da:)
ham,Alrite jod hows the revision goin? Keris bin doin a smidgin. N e way u wanna cum over after college?xx
ham,How are you doing. How's the queen. Are you going for the royal wedding
ham,Nite nite pocay wocay luv u more than n e thing 4eva I promise ring u 2morrowxxxx
ham,"Well am officially in a philosophical hole, so if u wanna call am at home ready to be saved!"
ham,Oh did you charge camera
ham,Ha... Then we must walk to everywhere... Cannot take tram. My cousin said can walk to vic market from our hotel 
ham,I tot u reach liao. He said t-shirt.
ham,K:)all the best:)congrats...
ham,And do you have any one that can teach me how to ship cars.
ham,Kothi print out marandratha.
ham,Then any special there?
ham,Hope youåÕre not having too much fun without me!! see u tomorrow love jess x
ham,So how are you really. What are you up to. How's the masters. And so on.
ham,Anything lor but toa payoh got place 2 walk meh...
ham,Lol now I'm after that hot air balloon!
ham,Yeah no probs - last night is obviously catching up with you... Speak soon 
ham,"As in missionary hook up, doggy hook up, standing...|"
ham,Joy's father is John. Then John is the NAME of Joy's father. Mandan
ham,I was slept that time.you there?
ham,"Sorry that took so long, omw now"
ham,Din i tell u jus now 420
ham,Big brotherÛ÷s really scraped the barrel with this shower of social misfits
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY
ham,"I sent you the prices and do you mean the  &lt;#&gt; g,"
ham,No i am not having not any movies in my laptop
ham,I thought slide is enough.
ham,We still on for tonight?
ham,K..give back my thanks.
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself"
ham,ALRITE
ham,"Good afternoon, my love. It was good to see your words on YM and get your tm. Very smart move, my slave ... *smiles* ... I drink my coffee and await you."
ham,Take something for pain. If it moves however to any side in the next 6hrs see a doctor.
ham,No problem. How are you doing?
ham,No management puzzeles.
ham,What he said is not the matter. My mind saying some other matter is there.
ham,Why tired what special there you had
ham,Can not use foreign stamps in this country. Good lecture .
ham,Enjoy ur life. . Good night
ham,Message from . I am at Truro Hospital on ext. You can phone me here. as I have a phone by my side
ham,Oh :-)only 4 outside players allowed to play know
ham,U can call now...
ham,Not..tel software name..
ham,No need to buy lunch for me.. I eat maggi mee..
ham,This is all just creepy and crazy to me.
ham,Ok then u tell me wat time u coming later lor.
ham,hows my favourite person today? r u workin hard? couldn't sleep again last nite nearly rang u at 4.30
ham,"I'm tired of arguing with you about this week after week. Do what you want and from now on, i'll do the same."
ham,Thats cool. Where should i cum? On you or in you? :)
ham,"\Im at arestaurant eating squid! i will be out about 10:30 wanna dosomething or is that to late?\"""""
ham,I'm in class. Will holla later
ham,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.
ham,"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)"
ham,"Playin space poker, u?"
ham,ÌÏ called dad oredi...
ham,Your gonna have to pick up a $1 burger for yourself on your way home. I can't even move. Pain is killing me.
ham,"[Û_] anyway, many good evenings to u! s"
ham,Babe? You said 2 hours and it's been almost 4 ... Is your internet down ?
ham,Then its most likely called Mittelschmertz. Google it. If you dont have paracetamol dont worry it will go.
ham,I am getting threats from your sales executive Shifad as i raised complaint against him. Its an official message.
ham,"Don't worry, * is easy once have ingredients!"
ham,Ok. C u then.
ham,They just talking thats it de. They wont any other.
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING"
ham,HI ITS JESS I DONT KNOW IF YOU ARE AT WORK BUT CALL ME WHEN U CAN IM AT HOME ALL EVE. XXX
ham,Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?
ham,"Sorry,in meeting I'll call later"
ham,Great. Have a safe trip. Dont panic surrender all.
ham,Have you always been saying welp?
ham,Well I'm going to be an aunty!
ham,Dear where you. Call me
ham,Eat jap done oso aft ur lect wat... ÌÏ got lect at 12 rite... 
ham,Gud ni8.swt drms.take care
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com
ham,I am great! How are you?
ham,Congratulations ore mo owo re wa. Enjoy it and i wish you many happy moments to and fro wherever you go
ham,U guys never invite me anywhere :(
ham,is your hamster dead? Hey so tmr i meet you at 1pm orchard mrt? 
ham,Unless it's a situation where YOU GO GURL would be more appropriate
ham,on a Tuesday night r u 4 real
ham,Hmmm.still we dont have opener?
ham,LOL ... No just was busy
ham,Mmm thats better now i got a roast down me! iåÕd b better if i had a few drinks down me 2! Good indian?
ham,Am not working but am up to eyes in philosophy so will text u later when a bit more free for chat...
ham,Am watching house ÛÒ very entertaining ÛÒ am getting the whole hugh laurie thing ÛÒ even with the stick ÛÒ indeed especially with the stick.
ham,Later i guess. I needa do mcat study too.
ham,Do u ever get a song stuck in your head for no reason and it won't go away til u listen to it like 5 times?
ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
ham,Hai ana tomarrow am coming on morning.  &lt;DECIMAL&gt;  ill be there in sathy then we ll go to RTO office. Reply me after came to home.
ham,i felt so...not any conveying reason.. Ese he... What about me?
ham,Yo you around? A friend of mine's lookin to pick up later tonight
ham,Ard 530 lor. I ok then message Ì_ lor.
ham,"Awesome, be there in a minute"
ham,(You didn't hear it from me)
ham,I HAVE A DATE ON SUNDAY WITH WILL!!
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.
ham,U still going to the mall?
ham,Just wait till end of march when el nino gets himself. Oh.
ham,Do we have any spare power supplies
ham,Those ducking chinchillas
ham,"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite"""
ham,That's the way you should stay oh.
ham,Are you at work right now ?
ham,Hope this text meets you smiling. If not then let this text give you a reason to smile. Have a beautiful day.
ham,I'm sorry. I've joined the league of people that dont keep in touch. You mean a great deal to me. You have been a friend at all times even at great personal cost. Do have a great week.|
ham,Yeah that'd pretty much be the best case scenario
ham,Dont gimme that lip caveboy
ham,I couldn't say no as he is a dying man and I feel sad for him so I will go and I just wanted you to know I would probably be gone late into your night
ham,No. To be nosy I guess. Idk am I over reacting if I'm freaked?
ham,K I'll be sure to get up before noon and see what's what
ham,"Wishing you and your family Merry \X\"" mas and HAPPY NEW Year in advance.."""
ham,Ok lor. Msg me b4 u call.
ham,Nobody names their penis a girls name this story doesn't add up at all
ham,Thinkin about someone is all good. No drugs for that
ham,Or remind me in a few hrs.
ham,Sry da..jst nw only i came to home..
ham,Reverse is cheating. That is not mathematics.
ham,"Could you not read me, my Love ? I answered you"
ham,Well at this right I'm gonna have to get up and check today's steam sales/pee so text me when you want me to come get you
ham,I wish things were different. I wonder when i will be able to show you how much i value you. Pls continue the brisk walks no drugs without askin me please and find things to laugh about. I love you dearly.
ham,Ho ho - big belly laugh! See ya tomo
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnåÕt make ur båÕday 2 hun!"
ham,"Sorry da thangam, very very sorry i am held up with prasad."
ham,ÌÏ say until like dat i dun buy ericsson oso cannot oredi lar...
ham,Ding me on ya break fassyole! Blacko from londn
ham,I'm in a movie... Collect car oredi...
ham,"Im sorry bout last nite it wasnåÕt ur fault it was me, spouse it was pmt or sumthin! U 4give me? I think u shldxxxx"
ham,:-) :-)
ham,Did either of you have any idea's? Do you know of anyplaces doing something?
ham,"Okies... I'll go yan jiu too... We can skip ard oso, go cine den go mrt one, blah blah blah... "
ham,"Yo my trip got postponed, you still stocked up?"
ham,"Piggy, r u awake? I bet u're still sleeping. I'm going 4 lunch now..."
ham,\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH
ham,"Hey... Thk we juz go accordin to wat we discussed yest lor, except no kb on sun... Cos there's nt much lesson to go if we attend kb on sat..."
ham,Uncle Abbey! Happy New Year. Abiola
ham,"Miss ya, need ya, want ya, love ya."
ham,"Aight, I'll text you when I'm back"
ham,"Hmm, too many of them unfortunately... Pics obviously arent hot cakes. Its kinda fun tho"
ham,Height of recycling: Read twice- People spend time for earning money and the same money is spent for spending time!;-) Good morning.. keep smiling:-)
ham,I want to be there so i can kiss you and feel you next to me
ham,Ay wana meet on sat?Ì_ wkg on sat?
ham,Talk With Yourself Atleast Once In A Day...!!! Otherwise You Will Miss Your Best FRIEND In This WORLD...!!! -Shakespeare- SHESIL  &lt;#&gt;
ham,Just got up. have to be out of the room very soon. Û_. i hadn't put the clocks back til at 8 i shouted at everyone to get up and then realised it was 7. wahay. another hour in bed.
